Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
189996;Bielefeld, GE GesamtSchule Quelle;BR Detmold;Stadt Bielefeld;Bielefeld;3
190007;Hattingen, GE Marxstr.;BR Arnsberg;Ennepe-Ruhr-Kreis;Hattingen;3
190019;Siegen, GE Bertha-v.-Suttner-Gesamtschul;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;5
190020;Krefeld, GE Robert-Jungk-Gesamtschule;BR DÅsseldorf;Stadt Krefeld;Krefeld;4
190032;Bergkamen, GE Willy-Brandt-Gesamtschule;BR Arnsberg;Kreis Unna;Bergkamen;5
190070;Eschweiler, GE Waldschule;BR Kîln;StÑdteregion Aachen;Eschweiler;5
190081;HÅllhorst, GE Osterstra·e;BR Detmold;Kreis Minden-LÅbbecke;HÅllhorst;1
190093;Troisdorf, GE Europaschule Troisdorf;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;4
190100;Kîln, GG Irisweg;BR Kîln;Stadt Kîln;Kîln;5
190111;Wiehl, GG Oberwiehl;BR Kîln;Oberbergischen Kreis;Wiehl;2
190160;Bochum, GG Astrid-Lindgren;BR Arnsberg;Stadt Bochum;Bochum;1
190238;Bornheim, GE Europaschule;BR Kîln;Rhein-Sieg-Kreis;Bornheim;2
190240;Aachen, GG Montessori Grundschule;BR Kîln;StÑdteregion Aachen;Aachen;6
190251;Alsdorf, GE Gustav-Heinemann-Schule;BR Kîln;StÑdteregion Aachen;Alsdorf;5
190263;BÅnde, GE Erich KÑstner-Gesamtschule;BR Detmold;Kreis Herford;BÅnde;3
190275;Selm, Gym Campus;BR Arnsberg;Kreis Unna;Selm;3
190287;Lîhne, GE Bertolt-Brecht;BR Detmold;Kreis Herford;Lîhne;4
190299;Kîln, GG MÅngersdorf;BR Kîln;Stadt Kîln;Kîln;2
190317;Schermbeck, GE Schlo·str.;BR DÅsseldorf;Kreis Wesel;Schermbeck;2
190330;Spenge, GE Regenbogen;BR Detmold;Kreis Herford;Spenge;3
190354;Hille, GE (Gym) Von Oeynhausen Stra·e;BR Detmold;Kreis Minden-LÅbbecke;Hille;1
190378;Rîdinghausen, GE An der Stertwelle;BR Detmold;Kreis Herford;Rîdinghausen;2
190391;Overath, GG Vilkerath;BR Kîln;Rheinisch-Bergischen Kreis;Overath;4
190410;Rheine, GE Euregio-Schule;BR MÅnster;Kreis Steinfurt;Rheine;4
190470;Siegburg, GG (Verb.) Hans-Alfred-Keller;BR Kîln;Rhein-Sieg-Kreis;Siegburg;5
190482;Korschenbroich, RS Dionysiusstr.;BR DÅsseldorf;Rhein-Kreis Neuss;Korschenbroich;2
190524;Recklinghausen, GE Wolfgang-Borchert;BR MÅnster;Kreis Recklinghausen;Recklinghausen;7
190615;Netphen, Gym Haardtstra·e;BR Arnsberg;Kreis Siegen-Wittgenstein;Netphen;1
190639;Wilnsdorf, Gym Hoheroth;BR Arnsberg;Kreis Siegen-Wittgenstein;Wilnsdorf;1
190652;Nordwalde, GE Kardinal-von-Galen;BR MÅnster;Kreis Steinfurt;Nordwalde;3
190664;Wassenberg, GE Betty-Reis;BR Kîln;Kreis Heinsberg;Wassenberg;3
190676;Werdohl, GE Albert-Einstein;BR Arnsberg;MÑrkischen Kreis;Werdohl;4
190688;Aachen, GE Brand;BR Kîln;StÑdteregion Aachen;Aachen;5
190706;Marienheide, GE Pestalozzistr.;BR Kîln;Oberbergischen Kreis;Marienheide;2
190718;BrÅggen, GE BrÅggen;BR DÅsseldorf;Kreis Viersen;BrÅggen;2
190720;Meerbusch, GE Maria-Montessori;BR DÅsseldorf;Rhein-Kreis Neuss;Meerbusch;3
190731;Altena, GG (Verb.) Altena;BR Arnsberg;MÑrkischen Kreis;Altena;4
190743;Havixbeck, GE Anne Frank;BR MÅnster;Kreis Coesfeld;Havixbeck;2
190780;Siegburg, GG Adolf-Kolping-Schule;BR Kîln;Rhein-Sieg-Kreis;Siegburg;4
190809;Paderborn, GE Elsen;BR Detmold;Kreis Paderborn;Paderborn;4
190810;Nottuln, Gym Rupert-Neudeck;BR MÅnster;Kreis Coesfeld;Nottuln;2
190846;Bottrop, GE Willy-Brandt;BR MÅnster;Stadt Bottrop;Bottrop;5
190860;Bielefeld, GG Labor;BR Detmold;Stadt Bielefeld;Bielefeld;2
190871;Viersen, GE Anne-Frank-Schule;BR DÅsseldorf;Kreis Viersen;Viersen;4
190895;Essen, GE Nord;BR DÅsseldorf;Stadt Essen;Essen;9
190913;Solingen, GE Friedrich-Albert-Lange;BR DÅsseldorf;Stadt Solingen;Solingen;2
190949;KÅrten, GE Olpener Stra·e;BR Kîln;Rheinisch-Bergischen Kreis;KÅrten;2
190974;Bergisch Gladbach, GG Bensberg;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
190986;LÅnen, GE KÑthe-Kollwitz;BR Arnsberg;Kreis Unna;LÅnen;5
190998;Mînchengladbach, GE Hardt;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;3
191000;Langenfeld, GE Bettine-von-Arnim;BR DÅsseldorf;Kreis Mettmann;Langenfeld (Rhld.);4
191012;Remscheid, GE Sophie-Scholl;BR DÅsseldorf;Stadt Remscheid;Remscheid;3
191024;Krefeld, GE Kurt-Tucholsky;BR DÅsseldorf;Stadt Krefeld;Krefeld;9
191036;Siegen, GE Eiserfeld;BR Arnsberg;Kreis Siegen-Wittgenstein;Siegen;3
191085;BÅren, KG Steinhausen;BR Detmold;Kreis Paderborn;BÅren;2
191139;Dinslaken, Gym Gustav-Heinemann;BR DÅsseldorf;Kreis Wesel;Dinslaken;2
191140;Lohmar, Gym Donrather Dreieck;BR Kîln;Rhein-Sieg-Kreis;Lohmar;2
191188;Geilenkirchen, GE Anita-Lichtenstein;BR Kîln;Kreis Heinsberg;Geilenkirchen;3
191190;Schwerte, GE GÑnsewinkel;BR Arnsberg;Kreis Unna;Schwerte;3
191206;Dinslaken, GG HÅhnerheide;BR DÅsseldorf;Kreis Wesel;Dinslaken;2
191218;Selm, GG Overbergschule;BR Arnsberg;Kreis Unna;Selm;4
191231;Unna, GE Werner-von-Siemens;BR Arnsberg;Kreis Unna;Unna;4
191243;öbach-Palenberg, GE Willy-Brandt;BR Kîln;Kreis Heinsberg;öbach-Palenberg;3
191267;Bonn, GG Till-Eulenspiegel-Schule;BR Kîln;Stadt Bonn;Bonn;4
191310;Olfen, GE Wolfhelmschule Olfen-Datteln;BR MÅnster;Kreis Coesfeld;Olfen;3
191322;Waltrop, GE Brockenscheidter Str.;BR MÅnster;Kreis Recklinghausen;Waltrop;4
191334;Essen, GE Borbeck;BR DÅsseldorf;Stadt Essen;Essen;5
191358;Senden, Gym Joseph-Haydn;BR MÅnster;Kreis Coesfeld;Senden;1
191383;Herzogenrath, GE Europaschule;BR Kîln;StÑdteregion Aachen;Herzogenrath;4
191395;Duisburg, GE Theodor-Kînig;BR DÅsseldorf;Stadt Duisburg;Duisburg;8
191401;Bonn, GE Elisabeth-Selbert-Gesamtschule;BR Kîln;Stadt Bonn;Bonn;7
191425;Recklinghausen, Gym Freiherr-vom-Stein;BR MÅnster;Kreis Recklinghausen;Recklinghausen;4
191449;HÅckeswagen, GG Wiehagen;BR Kîln;Oberbergischen Kreis;HÅckeswagen;4
191474;Duisburg, GE Emschertal;BR DÅsseldorf;Stadt Duisburg;Duisburg;6
191486;Neuss, GE an der Erft;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;4
191504;Grevenbroich,GE KÑthe-Kollwitz-Gesamtsch;BR DÅsseldorf;Rhein-Kreis Neuss;Grevenbroich;4
191553;Kamp-Lintfort, GE UNESCO-Schule;BR DÅsseldorf;Kreis Wesel;Kamp-Lintfort;3
191589;Harsewinkel, Gym Dechant-Budde-Weg;BR Detmold;Kreis GÅtersloh;Harsewinkel;2
191590;Bonn, GG BrÅser Berg;BR Kîln;Stadt Bonn;Bonn;5
191644;Willich, GE Robert-Schuman;BR DÅsseldorf;Kreis Viersen;Willich;2
191668;Nettetal, GE Von-Waldois-Str.;BR DÅsseldorf;Kreis Viersen;Nettetal;2
191693;NÅmbrecht, Gym Homburgisches Gymnasium;BR Kîln;Oberbergischen Kreis;NÅmbrecht;2
191711;Odenthal, Gym Bergisch Gladbacher Stra·e;BR Kîln;Rheinisch-Bergischen Kreis;Odenthal;1
191723;Herdecke, GG Werner Richard;BR Arnsberg;Ennepe-Ruhr-Kreis;Herdecke;3
191735;Erkrath, GG (Verb.) Regenbogenschule;BR DÅsseldorf;Kreis Mettmann;Erkrath;5
191802;Augustdorf, GG auf der Insel;BR Detmold;Kreis Lippe;Augustdorf;2
191826;Kreuztal, GE Clara-Schumann-Schule;BR Arnsberg;Kreis Siegen-Wittgenstein;Kreuztal;5
191851;Merzenich, GE Schulstra·e;BR Kîln;Kreis DÅren;Merzenich;2
191863;DÅsseldorf, GE Joseph-Beuys;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;8
191875;Recklinghausen, GE Suderwich;BR MÅnster;Kreis Recklinghausen;Recklinghausen;4
191905;Dormagen, GG (Verb.) Friedensschule;BR DÅsseldorf;Rhein-Kreis Neuss;Dormagen;2
191917;Heiligenhaus, GE HÅlsbecker Stra·e;BR DÅsseldorf;Kreis Mettmann;Heiligenhaus;3
191929;Weilerswist, GE Martin-Luther-Str.;BR Kîln;Kreis Euskirchen;Weilerswist;2
191930;Reichshof, GE Reichshof;BR Kîln;Oberbergischen Kreis;Reichshof;2
191942;Kerpen, GE Willy-Brandt;BR Kîln;Rhein-Erft-Kreis;Kerpen;4
191980;Gelsenkirchen, RS Mulvany-Realschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
192030;Goch, GG Arnold-Janssen;BR DÅsseldorf;Kreis Kleve;Goch;6
192041;Moers, GG Regenbogenschule Meerfeld;BR DÅsseldorf;Kreis Wesel;Moers;2
192053;Straelen, Gym Fontanestra·e;BR DÅsseldorf;Kreis Kleve;Straelen;1
192089;MÅnster, GG am Kinderbach;BR MÅnster;Stadt MÅnster;MÅnster;5
192090;Kreuzau, Gym Am Wassergarten;BR Kîln;Kreis DÅren;Kreuzau;1
192119;Bergheim, GE Herbergerstr.;BR Kîln;Rhein-Erft-Kreis;Bergheim;6
192132;Paderborn, GE Friedrich-Spee;BR Detmold;Kreis Paderborn;Paderborn;5
192144;Nordkirchen, GE Johann-Conrad-Schlaun;BR MÅnster;Kreis Coesfeld;Nordkirchen;1
192156;Borken, RS Maria-Sibylla-Merian;BR MÅnster;Kreis Borken;Borken;2
192168;Holzwickede, Gym Clara-Schumann;BR Arnsberg;Kreis Unna;Holzwickede;2
192170;LÅbbecke, GG Regenbogen;BR Detmold;Kreis Minden-LÅbbecke;LÅbbecke;4
192193;Duisburg, GE Lise-Meitner;BR DÅsseldorf;Stadt Duisburg;Duisburg;5
192211;Duisburg, GE Aletta-Haniel-Gesamtschule;BR DÅsseldorf;Stadt Duisburg;Duisburg;6
192223;Herten, RS Willy-Brandt-Schule;BR MÅnster;Kreis Recklinghausen;Herten;6
192272;Tînisvorst, GG St. Tînis HÅlser Stra·e;BR DÅsseldorf;Kreis Viersen;Tînisvorst;3
192296;Dortmund, GG Kleine Kielstra·e;BR Arnsberg;Stadt Dortmund;Dortmund;9
192302;Velbert, GG Mitte;BR DÅsseldorf;Kreis Mettmann;Velbert;5
192326;Telgte, Gym Maria-Sibylla-Merian;BR MÅnster;Kreis Warendorf;Telgte;1
192340;Nottuln, KG Astrid-Lindgren-Schule;BR MÅnster;Kreis Coesfeld;Nottuln;3
192399;LÅbbecke, GG Astrid-Lindgren;BR Detmold;Kreis Minden-LÅbbecke;LÅbbecke;3
192405;Duisburg, GE Herbert-Grillo;BR DÅsseldorf;Stadt Duisburg;Duisburg;9
192429;Soest, GG Astrid-Lindgren-Schule;BR Arnsberg;Kreis Soest;Soest;8
192491;Rahden, Gym Freiherr-vom-Stein-Str.;BR Detmold;Kreis Minden-LÅbbecke;Rahden (Westf.);1
192600;Horn-Bad Meinberg, Gym SÅdholzweg;BR Detmold;Kreis Lippe;Horn-Bad Meinberg;2
192624;Lemgo, GE Karla-Raveh;BR Detmold;Kreis Lippe;Lemgo;2
192650;Harsewinkel, GG Lîwenzahnschule;BR Detmold;Kreis GÅtersloh;Harsewinkel;3
192661;Enger, RS Ringstr.;BR Detmold;Kreis Herford;Enger;1
192673;Iserlohn, GG Auf der Emst;BR Arnsberg;MÑrkischen Kreis;Iserlohn;3
192685;Porta Westfalica, GE Bruchstr.;BR Detmold;Kreis Minden-LÅbbecke;Porta Westfalica;4
192715;GÅtersloh, GG Heidewald;BR Detmold;Kreis GÅtersloh;GÅtersloh;3
192739;Borgholzhausen, GE Peter-A.-Bîckstiegel;BR Detmold;Kreis GÅtersloh;Borgholzhausen;2
192740;Paderborn, GG Kaukenberg;BR Detmold;Kreis Paderborn;Paderborn;7
192752;Stadtlohn, Gym Geschwister-Scholl;BR MÅnster;Kreis Borken;Stadtlohn;1
192776;Soest, GE Hannah-Arendt;BR Arnsberg;Kreis Soest;Soest;4
192806;Wuppertal, GE Barmen;BR DÅsseldorf;Stadt Wuppertal;Wuppertal;6
192818;Radevormwald, GG Stadt;BR Kîln;Oberbergischen Kreis;Radevormwald;4
192820;Dortmund, GE Martin-Luther-King;BR Arnsberg;Stadt Dortmund;Dortmund;7
192831;Augustdorf, RS Akazienstr.;BR Detmold;Kreis Lippe;Augustdorf;2
192867;Leichlingen, GG Bennert;BR Kîln;Rheinisch-Bergischen Kreis;Leichlingen (Rhld.);1
192879;Essen, GG am Wasserturm;BR DÅsseldorf;Stadt Essen;Essen;9
192880;Kerpen, GG Rathausschule;BR Kîln;Rhein-Erft-Kreis;Kerpen;4
192892;Essen, GG Emscherschule;BR DÅsseldorf;Stadt Essen;Essen;6
193010;Recklinghausen, RS Bernard Overberg;BR MÅnster;Kreis Recklinghausen;Recklinghausen;6
193033;Moers, GE Hermann-Runge;BR DÅsseldorf;Kreis Wesel;Moers;3
193070;Ostbevern, KG Franz-von-Assisi;BR MÅnster;Kreis Warendorf;Ostbevern;3
193082;Krefeld, GG Regenbogen;BR DÅsseldorf;Stadt Krefeld;Krefeld;7
193112;Menden, GG Anne-Frank-Schule;BR Arnsberg;MÑrkischen Kreis;Menden (Sauerland);9
193136;Bielefeld, GG Am Waldschlîsschen;BR Detmold;Stadt Bielefeld;Bielefeld;3
193148;DÅlmen, GG Dernekamp;BR MÅnster;Kreis Coesfeld;DÅlmen;2
193150;Gummersbach, RS Steinberg;BR Kîln;Oberbergischen Kreis;Gummersbach;2
193161;LÅdenscheid, GG Erwin-Welke-Schule;BR Arnsberg;MÑrkischen Kreis;LÅdenscheid;3
193173;Herzogenrath, GG Dietrich-Bonhoeffer;BR Kîln;StÑdteregion Aachen;Herzogenrath;4
193197;Steinhagen, GG Laukshof;BR Detmold;Kreis GÅtersloh;Steinhagen;4
193227;BrÅhl, GE Otto-Wels-Str.;BR Kîln;Rhein-Erft-Kreis;BrÅhl;4
193240;Hennef, GE Hennef-Meiersheide;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);2
193252;Duisburg, GE Globus am Dellplatz;BR DÅsseldorf;Stadt Duisburg;Duisburg;9
193306;Tînisvorst, GG Corneliusstr.;BR DÅsseldorf;Kreis Viersen;Tînisvorst;3
193355;Mînchengladbach, GE Rheydt-MÅlfort;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
193367;Bergisch Gladbach, GG Paffrath;BR Kîln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
193379;Oberhausen, GE Weierheide;BR DÅsseldorf;Stadt Oberhausen;Oberhausen;4
193410;Kleve, RS Karl Kisters;BR DÅsseldorf;Kreis Kleve;Kleve;5
193422;Schlo· Holte-Stukenbrock, GG Pollhans;BR Detmold;Kreis GÅtersloh;Schloss Holte-Stukenbrock;4
193458;Aachen, GE Maria-Montessori;BR Kîln;StÑdteregion Aachen;Aachen;6
193483;Werl, KG Norbertschule;BR Arnsberg;Kreis Soest;Werl;5
193495;Bielefeld, GE Rosenhîhe;BR Detmold;Stadt Bielefeld;Bielefeld;7
193501;Essen, GE Holsterhausen;BR DÅsseldorf;Stadt Essen;Essen;5
193513;Lindlar, Gym Vo·brucher Str.;BR Kîln;Oberbergischen Kreis;Lindlar;1
193525;Kerpen, GG TÅrnich;BR Kîln;Rhein-Erft-Kreis;Kerpen;4
193537;Paderborn, RS Lise-Meitner;BR Detmold;Kreis Paderborn;Paderborn;2
193549;Windeck, GG Bodenberg-Schule;BR Kîln;Rhein-Sieg-Kreis;Windeck;1
193550;Willich, Gym Lise-Meitner;BR DÅsseldorf;Kreis Viersen;Willich;1
193574;Meinerzhagen, GG Am Kohlberg;BR Arnsberg;MÑrkischen Kreis;Meinerzhagen;4
193586;Goch, GE Mittelkreis;BR DÅsseldorf;Kreis Kleve;Goch;2
193598;Burbach, GG (Verb.) Hickengrund;BR Arnsberg;Kreis Siegen-Wittgenstein;Burbach;3
193630;GÅtersloh, GE Janusz-Korczak;BR Detmold;Kreis GÅtersloh;GÅtersloh;3
193641;Dortmund, GE Europaschule;BR Arnsberg;Stadt Dortmund;Dortmund;4
193665;DÅlmen, Gym Annette-von-Droste-HÅlshoff;BR MÅnster;Kreis Coesfeld;DÅlmen;1
193689;Steinfurt, GG Heinrich-Neuy;BR MÅnster;Kreis Steinfurt;Steinfurt;3
193719;Duisburg, RS Fahrn;BR DÅsseldorf;Stadt Duisburg;Duisburg;5
193720;Schlo· Holte-Stukenbrock,GG Verb.Graut/E;BR Detmold;Kreis GÅtersloh;Schloss Holte-Stukenbrock;1
193744;HÅnxe, GE In den Elsen;BR DÅsseldorf;Kreis Wesel;HÅnxe;1
193770;DÅsseldorf, RS Georg-Schulhoff;BR DÅsseldorf;Stadt DÅsseldorf;DÅsseldorf;3
193781;Euskirchen, GG Weststadt;BR Kîln;Kreis Euskirchen;Euskirchen;5
193793;DelbrÅck, KG St. Marien-Schule;BR Detmold;Kreis Paderborn;DelbrÅck;3
193811;Bonn, GE Bertolt-Brecht-Gesamtschule;BR Kîln;Stadt Bonn;Bonn;6
193835;Mechernich, GG Mechernich-Satzvey;BR Kîln;Kreis Euskirchen;Mechernich;1
193847;MÅnster, GG Mosaik-Schule;BR MÅnster;Stadt MÅnster;MÅnster;4
193872;Bad Oeynhausen, GE Europaschule;BR Detmold;Kreis Minden-LÅbbecke;Bad Oeynhausen;5
193914;JÅchen, Gym JÅchen;BR DÅsseldorf;Rhein-Kreis Neuss;JÅchen;2
193938;Dortmund, RS Albert-Einstein;BR Arnsberg;Stadt Dortmund;Dortmund;5
193951;Geldern, RS An der Fleuth;BR DÅsseldorf;Kreis Kleve;Geldern;2
193963;Kalkar, RS Kalkar;BR DÅsseldorf;Kreis Kleve;Kalkar;2
193975;Aachen, GG Brander Feld;BR Kîln;StÑdteregion Aachen;Aachen;4
193987;Troisdorf, GG Sternenschule;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;2
194025;DelbrÅck, Gym Marktstr.;BR Detmold;Kreis Paderborn;DelbrÅck;2
194049;Lage, GG Hardissen;BR Detmold;Kreis Lippe;Lage;4
194050;Bad MÅnstereifel, RS Trierer Str.;BR Kîln;Kreis Euskirchen;Bad MÅnstereifel;2
194062;BÅren, GG Lindenhof;BR Detmold;Kreis Paderborn;BÅren;2
194086;Willich, GG Plutoweg;BR DÅsseldorf;Kreis Viersen;Willich;3
194098;Hennef, GG Siegtal;BR Kîln;Rhein-Sieg-Kreis;Hennef (Sieg);2
194130;Bînen, Gym Marie-Curie;BR Arnsberg;Kreis Unna;Bînen;2
194141;Witten, RS Helene-Lohmann-Realschule;BR Arnsberg;Ennepe-Ruhr-Kreis;Witten;3
194153;Alsdorf, RS Marienschule;BR Kîln;StÑdteregion Aachen;Alsdorf;3
194177;Hamm, RS Konrad-Adenauer-Realschule;BR Arnsberg;Stadt Hamm;Hamm;1
194189;Sassenberg, KG St.-Nikolaus;BR MÅnster;Kreis Warendorf;Sassenberg;2
194219;Steinhagen, Gym Am Cronsbach;BR Detmold;Kreis GÅtersloh;Steinhagen;1
194232;Bornheim, Gym Alexander-von-Humboldt;BR Kîln;Rhein-Sieg-Kreis;Bornheim;2
194244;Bocholt, GG Annette-von-Droste-HÅlshoff;BR MÅnster;Kreis Borken;Bocholt;5
194256;Schlo· Holte-Stukenbrock, Gym Holter Str;BR Detmold;Kreis GÅtersloh;Schloss Holte-Stukenbrock;1
194268;MÅnster, GH Coerde;BR MÅnster;Stadt MÅnster;MÅnster;8
194293;Neuss, RS Rita-SÅssmuth-Realschule;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;3
194311;Borchen, KG Am Sonnenberg;BR Detmold;Kreis Paderborn;Borchen;1
194438;Weeze, KG Marienwasser;BR DÅsseldorf;Kreis Kleve;Weeze;5
194451;Bottrop, RS August-Everding;BR MÅnster;Stadt Bottrop;Bottrop;3
194487;Kamen, GE Gutenbergstra·e;BR Arnsberg;Kreis Unna;Kamen;4
194530;Hagen, RS Halden;BR Arnsberg;Stadt Hagen;Hagen;4
194566;Kamen, GH Schule am Koppelteich;BR Arnsberg;Kreis Unna;Kamen;8
194578;Kamen, RS Fridtjof-Nansen;BR Arnsberg;Kreis Unna;Kamen;4
194657;Olpe, KG Auf dem Gallenberg;BR Arnsberg;Kreis Olpe;Olpe;2
194670;Arnsberg, Gym Franz-Stock;BR Arnsberg;Hochsauerlandkreis;Arnsberg;2
194682;ZÅlpich, RS Karl-von-Lutzenberger;BR Kîln;Kreis Euskirchen;ZÅlpich;1
194694;Warstein, GG Westerberg;BR Arnsberg;Kreis Soest;Warstein;3
194839;Hilchenbach, RS Carl-Kraemer;BR Arnsberg;Kreis Siegen-Wittgenstein;Hilchenbach;2
194864;Mînchengladbach, GE Hans-Jonas Neuwerk;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
194876;Lindlar, GG West;BR Kîln;Oberbergischen Kreis;Lindlar;3
194888;Neukirchen-Vluyn,GG Fried.-Hundertwasser;BR DÅsseldorf;Kreis Wesel;Neukirchen-Vluyn;1
194906;Essen, RS Essen-öberruhr;BR DÅsseldorf;Stadt Essen;Essen;3
194918;Krefeld, GG (Verb.) KrÑhenfeld;BR DÅsseldorf;Stadt Krefeld;Krefeld;6
194967;Dormagen, GG Friedrich-von-Saarwerden;BR DÅsseldorf;Rhein-Kreis Neuss;Dormagen;2
195029;Neunkirchen-Seel., GG Wolperath-Schînau;BR Kîln;Rhein-Sieg-Kreis;Neunkirchen-Seelscheid;2
195078;Monheim, GG am Lerchenweg;BR DÅsseldorf;Kreis Mettmann;Monheim am Rhein;5
195200;Tînisvorst, GG Vorst;BR DÅsseldorf;Kreis Viersen;Tînisvorst;1
195236;Essen, GG Regenbogenschule;BR DÅsseldorf;Stadt Essen;Essen;6
195250;Kîln, GG Olympia-Schule;BR Kîln;Stadt Kîln;Kîln;4
195261;Ennigerloh, GG (Verb.) Mosaikschule;BR MÅnster;Kreis Warendorf;Ennigerloh;3
195340;Neuss, GG Kyburg;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;6
195467;Essen, GG Sternschule;BR DÅsseldorf;Stadt Essen;Essen;6
195546;Gelsenkirchen, GG Sternschule;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;8
195558;Gelsenkirchen, GG Georgstra·e;BR MÅnster;Stadt Gelsenkirchen;Gelsenkirchen;7
195560;Espelkamp, GG (Verb.) Espelkamp;BR Detmold;Kreis Minden-LÅbbecke;Espelkamp;2
195650;Morsbach, GG (Verb.) Amitola;BR Kîln;Oberbergischen Kreis;Morsbach;2
195686;Rietberg, GG Emsschule;BR Detmold;Kreis GÅtersloh;Rietberg;3
195704;Hemer, GE Europaschule am Friedenspark;BR Arnsberg;MÑrkischen Kreis;Hemer;3
195728;Bonn, GE Marie-Kahle-Gesamtschule;BR Kîln;Stadt Bonn;Bonn;4
195832;Marl, Gym Alb. Schweitzer/Geschw. Scholl;BR MÅnster;Kreis Recklinghausen;Marl;4
195911;Bad Salzuflen, GE Schulzentrum Aspe;BR Detmold;Kreis Lippe;Bad Salzuflen;5
195947;Bochum, Gym Neues Gymnasium;BR Arnsberg;Stadt Bochum;Bochum;2
195959;Kîln, GE Carl-von-Ossietzky;BR Kîln;Stadt Kîln;Kîln;4
195960;Lippstadt, GE Ulmenstra·e;BR Arnsberg;Kreis Soest;Lippstadt;3
196034;Steinheim, GG Hospitalstra·e;BR Detmold;Kreis Hîxter;Steinheim;3
196174;Neuss, GE Nordstadt;BR DÅsseldorf;Rhein-Kreis Neuss;Neuss;8
196186;Mînchengladbach, GE Theo-Hespers;BR DÅsseldorf;Stadt Mînchengladbach;Mînchengladbach;6
196228;HÅckelhoven, GE Leonardo da Vinci;BR Kîln;Kreis Heinsberg;HÅckelhoven;4
196241;Viersen, GG Rahser;BR DÅsseldorf;Kreis Viersen;Viersen;4
196289;Bonn, GE BONNS FöNFTE;BR Kîln;Stadt Bonn;Bonn;4
196290;Aachen, GE Sandkaulstra·e;BR Kîln;StÑdteregion Aachen;Aachen;5
196423;Sankt Augustin, GE Fritz-Bauer;BR Kîln;Rhein-Sieg-Kreis;Sankt Augustin;4
196435;Bochum, GG Wilbergschule;BR Arnsberg;Stadt Bochum;Bochum;5
196447;Bochum, GG Gertrudisschule;BR Arnsberg;Stadt Bochum;Bochum;8
196484;Salzkotten, GE Upsprunger Stra·e;BR Detmold;Kreis Paderborn;Salzkotten;2
196540;Herne, GG am JÅrgens Hof;BR Arnsberg;Stadt Herne;Herne;6
196551;Essen, GG Haarzopf;BR DÅsseldorf;Stadt Essen;Essen;2
196563;Essen, GG öberruhr;BR DÅsseldorf;Stadt Essen;Essen;4
196642;Grefrath, GG Burgweg;BR DÅsseldorf;Kreis Viersen;Grefrath;2
196654;Greven, GE Teichstra·e;BR MÅnster;Kreis Steinfurt;Greven;4
196666;IbbenbÅren, GE Erna-de-Vries;BR MÅnster;Kreis Steinfurt;IbbenbÅren;3
196680;Wesel, GG Innenstadt;BR DÅsseldorf;Kreis Wesel;Wesel;7
196691;Wesel, GG Feldmark;BR DÅsseldorf;Kreis Wesel;Wesel;5
196708;Eitorf, SK Schule an der Sieg;BR Kîln;Rhein-Sieg-Kreis;Eitorf;5
196710;Troisdorf, GE Gertrud-Koch;BR Kîln;Rhein-Sieg-Kreis;Troisdorf;4
196721;Stolberg, GE Sperberweg;BR Kîln;StÑdteregion Aachen;Stolberg (Rhld.);5
196745;Gangelt, GE Gangelt/Selfkant;BR Kîln;Kreis Heinsberg;Gangelt;2
196757;Kleve, GE am Forstgarten;BR DÅsseldorf;Kreis Kleve;Kleve;5
196770;Straelen, SK Fontanestra·e;BR DÅsseldorf;Kreis Kleve;Straelen;2
196794;Willich, GE Leonardo-da-Vinci;BR DÅsseldorf;Kreis Viersen;Willich;3
196800;Kamp-Lintfort, SK Europaschule;BR DÅsseldorf;Kreis Wesel;Kamp-Lintfort;5
196812;LÅbbecke, SK Stadtschule;BR Detmold;Kreis Minden-LÅbbecke;LÅbbecke;3
196824;Harsewinkel, GE Tecklenburger Weg;BR Detmold;Kreis GÅtersloh;Harsewinkel;3
196836;Alpen, SK FÅrst-Bentheim-Stra·e;BR DÅsseldorf;Kreis Wesel;Alpen;2
196848;Vlotho, SK Weser-Sekundarschule;BR Detmold;Kreis Herford;Vlotho;3
196850;Extertal, SK Nordlippe;BR Detmold;Kreis Lippe;Extertal;4
196861;Paderborn, GE Heinz-Nixdorf-Gesamtschule;BR Detmold;Kreis Paderborn;Paderborn;5
196873;Borchen, SK Schule an der Altenau;BR Detmold;Kreis Paderborn;Borchen;2
